gene_short_name	Day00_BR1	Day00_BR4	Day00_BR5	Day00_BR6	Day00_BR7
Migut.M00049	51.50545697	87.67318401	47.81643138	50.87319523	58.5180417
Migut.M01337	43.78070362	53.14740953	70.48746396	55.70864882	55.40424437
Migut.B01606	18.9112907	16.99653718	14.20982524	6.931393424	7.051013345
Migut.N01675	23.66877181	14.70784965	21.60623314	19.85417732	27.99612613
Migut.A00473	0.781440391	0.36711236	0.384725011	0	0.088239704
Migut.I00837	7.240051419	8.796009013	9.99824079	11.87890468	6.453359948
Migut.I00837	7.240051419	8.796009013	9.99824079	11.87890468	6.453359948
Migut.D01336	11.03881236	6.437287786	8.610559522	28.88026291	13.57294548
Migut.K01223	72.83630981	54.43728397	90.05358351	63.04152575	61.47558914
Migut.J01336	13.6918795	10.5743096	9.502791054	1.343300348	5.411271194
Migut.N00010	3.893185826	2.521771552	1.788942889	0.076391526	0.666750673
Migut.J00021	11.01827267	13.60937175	11.74141373	5.803234836	12.03248834
Migut.J00021	11.01827267	13.60937175	11.74141373	5.803234836	12.03248834
Migut.J00021	11.01827267	13.60937175	11.74141373	5.803234836	12.03248834
Migut.J00021	11.01827267	13.60937175	11.74141373	5.803234836	12.03248834
Migut.N00751	29.45603367	35.14086192	48.27137381	48.32039186	54.06971985
Migut.L00132	15.72621881	26.19678597	29.8597431	15.72532907	23.01552657
Migut.L00132	15.72621881	26.19678597	29.8597431	15.72532907	23.01552657
Migut.I00639	17.70423492	12.22562777	23.48897245	24.58639958	24.34176132
Migut.N01259	15.81019283	38.31160163	16.78029596	4.306543841	4.463189868
Migut.N01259	15.81019283	38.31160163	16.78029596	4.306543841	4.463189868
Migut.N01259	15.81019283	38.31160163	16.78029596	4.306543841	4.463189868
Migut.K00287	3.589693477	9.749417076	2.306485058	0.42978169	0.961837216
Migut.G00727	1.909917974	0.214118646	0.137127982	0.491874244	0.18870828
Migut.L01291	28.44791108	45.03128463	56.42183944	25.54842015	27.3870725
Migut.G00671	2.077681039	0.887338535	0	0.611519331	0.351915441
Migut.H01995	33.78874849	26.10137022	31.68503272	24.39058012	44.51302232
Migut.M01328	263.7599494	273.3832072	294.3741711	255.9769455	305.6219606
Migut.B00382	12.98225768	11.14316935	11.16860582	12.83869306	11.99470807
Migut.B00382	12.98225768	11.14316935	11.16860582	12.83869306	11.99470807
Migut.B00382	12.98225768	11.14316935	11.16860582	12.83869306	11.99470807
Migut.L01746	7.086169131	4.457017188	4.49304812	2.38360767	5.091960848
Migut.E00469	46.76218523	45.11687092	50.3177543	33.96166605	41.88280265
Migut.E00469	46.76218523	45.11687092	50.3177543	33.96166605	41.88280265
Migut.E00469	46.76218523	45.11687092	50.3177543	33.96166605	41.88280265
Migut.E00469	46.76218523	45.11687092	50.3177543	33.96166605	41.88280265
Migut.N02011	23.16669957	9.49181172	8.725607606	8.227037174	8.885712756
Migut.N02659	4.601740958	8.58640265	6.972474916	4.436894361	6.647621235
Migut.D01762	107.8031763	86.38934813	108.5214057	81.44557943	127.4332893
Migut.O00550	25.61537047	16.12187456	13.93865604	14.48342312	44.75716379
Migut.G00706	4.438013328	14.37339015	16.7816942	7.69224797	6.236376156
Migut.H01917	12.05213345	29.25347926	13.68025175	3.505048662	3.005361696
Migut.G00732	7.887093088	12.29689875	7.856186742	3.173547072	3.235489235
Migut.G00732	7.887093088	12.29689875	7.856186742	3.173547072	3.235489235
Migut.H01056	1.311286967	1.11574416	0.984928421	0.178129954	1.076352163
Migut.N00950	107.70347	162.2692467	223.2320901	357.7329485	302.0601203
Migut.N00950	107.70347	162.2692467	223.2320901	357.7329485	302.0601203
Migut.F00944	17.28047695	9.506975544	29.23773087	12.54469196	11.6080495
Migut.D01930	2.267799353	1.355948293	1.592048003	4.004858638	4.879714679
Migut.D00644	14.11636714	15.18133529	26.664541	10.31738684	8.312389449
Migut.M02020	116.8766094	141.5469582	124.3310248	322.9391289	257.8250355
Migut.J01511	33.28573541	54.08740021	66.78556823	52.5834575	65.05961129
Migut.J00901	377.9955986	244.2270694	345.692084	344.0091708	465.2841058
Migut.J00901	377.9955986	244.2270694	345.692084	344.0091708	465.2841058
Migut.J00901	377.9955986	244.2270694	345.692084	344.0091708	465.2841058
Migut.H01812	12.00838614	6.382203144	6.602648248	12.32509455	7.220296241
Migut.J01438	15.9758354	14.73763493	11.16130851	7.600182003	6.95820931
Migut.L00421	4.638372222	4.404726441	8.932908532	2.891015966	6.901331378
Migut.K00057	3.207298707	2.769993522	5.608527041	5.622027984	2.478824609
Migut.K00290	7.727162412	20.10498565	6.172078326	3.695768158	2.910758222
Migut.K00290	7.727162412	20.10498565	6.172078326	3.695768158	2.910758222
Migut.K00290	7.727162412	20.10498565	6.172078326	3.695768158	2.910758222
Migut.K00875	33.96335816	28.0277694	29.82288028	26.73148336	25.77371316
Migut.H00677	13.04115867	13.81660044	10.90738822	4.444435135	8.047621852
Migut.H00677	13.04115867	13.81660044	10.90738822	4.444435135	8.047621852
Migut.J00755	119.704109	59.35939862	17.3466897	28.05650689	8.854192491
Migut.N03119	23.61411104	16.61856197	19.71346373	10.7060365	11.0137587
Migut.B01620	116.9850293	66.69640441	69.56505662	60.77446353	52.60073911
Migut.N00118	12.28155715	8.69602645	5.847655054	1.664712341	2.490810453
Migut.N00118	12.28155715	8.69602645	5.847655054	1.664712341	2.490810453
Migut.E01321	11.62803002	22.45596449	25.25713847	14.71261286	17.53723844
Migut.L00252	2.76194725	2.437789939	1.661958295	0.696786782	0.831672419
Migut.H02449	23.34214577	31.45701327	35.05237909	15.11884169	28.05162725
Migut.H02449	23.34214577	31.45701327	35.05237909	15.11884169	28.05162725
Migut.H02449	23.34214577	31.45701327	35.05237909	15.11884169	28.05162725
Migut.J00399	65.04085007	110.2867791	73.80390978	21.24809581	22.96877213
Migut.H01037	23.03257838	12.7776749	15.91178744	10.34341268	11.76179607
Migut.J01730	15.55762048	13.09267149	10.38002334	13.44758035	9.446161548
Migut.M01382	18.70082542	14.93365402	20.97823046	15.4412375	22.71832023
Migut.K00123	53.60168315	33.53833431	37.31864223	35.63250424	47.07628083
Migut.D02424	0.423743859	1.266811284	0.312931472	0	0
Migut.E01383	3.536802596	7.355487691	11.74724378	5.974316541	6.442064686
Migut.E01383	3.536802596	7.355487691	11.74724378	5.974316541	6.442064686
Migut.C01117	7.321352233	10.04258436	3.669293841	0.507030033	1.021244809
Migut.N02477	12.18650888	19.40237266	16.68537895	8.925364166	8.680580874
Migut.M00688	29.31232567	32.9280891	37.42988928	36.93396899	37.84988572
Migut.B00425	17.00868423	13.9932266	13.25318964	10.0898723	14.5906712
Migut.E01190	27.60164826	20.6292544	13.91102837	7.884993751	10.62346242
Migut.B01711	30.25817601	45.73454501	58.22665075	24.14065721	21.85321059
Migut.H01159	3.137722386	6.566305157	3.829788636	1.385278484	4.030269691
Migut.A00085	1.440266013	2.095476619	1.985433337	0.395649665	1.442019992
Migut.A00085	1.440266013	2.095476619	1.985433337	0.395649665	1.442019992
Migut.A00085	1.440266013	2.095476619	1.985433337	0.395649665	1.442019992
Migut.A00085	1.440266013	2.095476619	1.985433337	0.395649665	1.442019992
Migut.A00085	1.440266013	2.095476619	1.985433337	0.395649665	1.442019992
Migut.A00644	8.779461654	7.846412334	2.707171771	0	0.219145099
Migut.A00644	8.779461654	7.846412334	2.707171771	0	0.219145099
Migut.G00686	1.312794194	0.060379818	0.17401068	0.297224502	0.2394643
Migut.G00905	13.94710997	12.03493573	11.01509581	17.72623339	15.03311661
Migut.G00905	13.94710997	12.03493573	11.01509581	17.72623339	15.03311661
Migut.O00162	7.40830416	8.359951459	16.54134782	15.23257924	8.824913573
Migut.H01875	24.83274207	20.73983523	23.54609127	13.30309308	21.9134903
Migut.H01875	24.83274207	20.73983523	23.54609127	13.30309308	21.9134903
Migut.A01097	0.449435037	0.268723364	0.172098475	0.529124938	0.315777099
Migut.A01097	0.449435037	0.268723364	0.172098475	0.529124938	0.315777099
Migut.C00400	3.544322108	1.9265443	1.619384236	1.564788899	0.827732651
Migut.G00339	5.461754774	3.312310239	3.988646236	3.031373165	1.603517604
Migut.K01256	0.686376772	1.915172338	1.051314528	2.154877641	0
Migut.M01630	20.8663151	16.34819696	14.05167305	13.26050701	12.68728326
Migut.G01349	77.33305757	110.9138565	132.2020697	92.48566768	101.6522618
Migut.H00192	23.27179485	18.39276275	16.5934136	23.88152623	10.43079271
Migut.D00681	3.398839586	5.690195666	1.067221625	0.493517369	0.626864506
Migut.C00197	2.420958326	5.538353232	3.627538945	1.734917462	0.499202734
Migut.B01765	5.755753939	2.458174364	2.790783885	1.276059136	0.768105852
Migut.N00042	25.76661949	28.30128424	43.0305481	28.33079442	33.19705347
Migut.N02434	39.15636945	51.0409599	66.6862576	38.16818417	46.59225517
Migut.E00578	7.409807232	4.503655396	6.366510652	4.109487844	4.646853702
Migut.J01633	5.342608386	5.678966623	8.183204971	5.940473498	9.853632343
Migut.M00636	1.514762531	1.698182368	0	0	0.149665187
Migut.C00645	3.908043146	1.570550383	3.606259264	2.677621415	3.544816691
Migut.J01684	0.064695307	0.502868731	0.40875852	0	0.102274885
Migut.B00941	16.10332337	10.905634	17.36635269	15.37970027	20.13202048
Migut.N00031	36.37710771	51.70656357	68.38161243	29.58968746	8.364725359
Migut.I01025	95.16349951	63.11229457	65.5049821	28.82977644	27.79455222
Migut.A00842	1.321146268	2.962242928	3.035374275	6.221601611	4.177121624
Migut.G01227	0.449775905	0.403390761	1.097959882	0.595717027	0.711037341
Migut.G01227	0.449775905	0.403390761	1.097959882	0.595717027	0.711037341
Migut.G01227	0.449775905	0.403390761	1.097959882	0.595717027	0.711037341
Migut.H01736	73.52774346	110.9226485	144.6320017	81.57090471	83.4229901
Migut.H01736	73.52774346	110.9226485	144.6320017	81.57090471	83.4229901
Migut.C00861	6.196008762	10.74356764	5.666832448	3.591202955	1.959017166
Migut.M00170	21.81179288	32.16010117	27.74595776	6.520652274	4.964630309
Migut.H01702	4.956131167	9.181492045	13.5802355	4.256614034	4.880819826
Migut.N00178	13.7566104	16.80815178	26.16675735	15.60900779	16.94092183
Migut.K00673	5.419087443	6.976767277	3.715074649	4.206138218	3.765279318
Migut.K01454	148.3870917	194.0420729	237.2907947	322.9007792	309.4251151
Migut.K01454	148.3870917	194.0420729	237.2907947	322.9007792	309.4251151
Migut.K01454	148.3870917	194.0420729	237.2907947	322.9007792	309.4251151
Migut.I00680	0.508601656	0.270311018	0	0	0
Migut.E01504	360.1276466	281.3186839	435.7599536	455.8582663	649.4603149
Migut.D00413	13.81945703	20.45800192	26.7776385	21.66039989	35.79711431
Migut.G00966	37.90936291	26.28269001	20.79274279	15.19521966	11.57025878
Migut.K00442	41.70077244	60.44700072	60.62679157	65.70252279	60.34837633
Migut.K00442	41.70077244	60.44700072	60.62679157	65.70252279	60.34837633
Migut.B01173	6.287481108	13.69620112	6.478779337	4.073137215	3.671192678
Migut.B01173	6.287481108	13.69620112	6.478779337	4.073137215	3.671192678
Migut.A00811	11.64456388	10.37164105	7.28808901	2.221848245	3.173886974
Migut.F00043	15.74379322	24.03530499	22.58445471	10.49081729	11.37056076
Migut.F01716	5.924147609	7.752584206	6.035026906	2.30292267	1.811215348
Migut.F00440	394.1932024	247.9159439	343.7486233	528.0090284	481.0703433
Migut.K01420	19.06430764	15.05085677	11.48177214	10.40515355	6.364133731
Migut.M02018	70.75740256	39.33459205	32.9265635	59.58253973	39.96132576
Migut.M01696	7.733288862	14.36110096	5.983456655	1.713786015	2.552935763
Migut.K01334	25.02707141	23.80843979	46.81567957	58.79737564	66.13775904
Migut.M02014	23.88516896	43.23458995	33.95679565	34.48581459	31.46612724
Migut.M02014	23.88516896	43.23458995	33.95679565	34.48581459	31.46612724
Migut.M02014	23.88516896	43.23458995	33.95679565	34.48581459	31.46612724
Migut.E00774	7.087561154	13.15468193	11.74645207	5.215166056	4.31840662
Migut.E00774	7.087561154	13.15468193	11.74645207	5.215166056	4.31840662
Migut.N02208	126.7306634	192.611618	224.2556228	219.75938	204.9538918
Migut.G00267	25.13269261	23.51116161	9.16219501	3.16635082	2.49238353
Migut.L01944	2417.182309	1125.102425	1472.239113	5179.062646	4904.079198
Migut.K01049	123.4300422	51.97959774	67.14382086	110.003525	86.93821035
Migut.I01054	1.269376307	0.482985668	1.027379171	1.494451044	1.048966866
Migut.F01042	35.18949551	21.231905	18.04006641	14.41336446	17.88469873
Migut.F01042	35.18949551	21.231905	18.04006641	14.41336446	17.88469873
Migut.F01042	35.18949551	21.231905	18.04006641	14.41336446	17.88469873
Migut.F01042	35.18949551	21.231905	18.04006641	14.41336446	17.88469873
Migut.F01042	35.18949551	21.231905	18.04006641	14.41336446	17.88469873
Migut.N01387	13.95363602	11.70776501	10.95016229	8.551906561	10.8478893
Migut.N01387	13.95363602	11.70776501	10.95016229	8.551906561	10.8478893
Migut.H01035	10.25866121	14.95702085	20.03415181	4.877507476	9.356314714
Migut.J01725	117.3778084	177.2902393	233.2561716	204.2267907	249.1233371
Migut.B00911	36.56128693	1.468242147	26.6420079	28.26771167	48.52498625
Migut.B00826	9.946619832	4.725737282	5.193787653	3.982279595	3.997258588
Migut.B00826	9.946619832	4.725737282	5.193787653	3.982279595	3.997258588
Migut.L01465	88.23191011	69.21695895	157.0305545	110.2265328	108.5576369
Migut.J00517	118.4762083	57.99252822	59.62937238	56.06554562	54.33441892
Migut.G01110	0.036264265	0.260194811	0.166636535	0.170777314	0.085993647
Migut.J00351	8.455646241	18.94877419	26.57407238	23.95657397	31.24465729
Migut.J00351	8.455646241	18.94877419	26.57407238	23.95657397	31.24465729
Migut.H01827	165.1552868	180.4078871	185.9088902	146.5114697	210.1657165
Migut.B00523	109.1525762	76.1061033	93.86136102	30.90611708	41.11123102
Migut.N03013	15.36283747	13.72106608	7.445375015	6.754305001	6.906516805
Migut.N03013	15.36283747	13.72106608	7.445375015	6.754305001	6.906516805
Migut.I01190	21.00547358	35.92155174	33.64605469	15.01463131	14.6762762
Migut.I01190	21.00547358	35.92155174	33.64605469	15.01463131	14.6762762
Migut.B00094	20.44654006	4.966514446	5.872069506	20.02860819	6.69193871
Migut.B00094	20.44654006	4.966514446	5.872069506	20.02860819	6.69193871
Migut.N00677	16.1025843	9.45075405	9.873214693	14.8289181	8.979911249
Migut.N01855	75.11372062	44.51052656	38.90666282	51.71706339	47.31247896
Migut.D00624	33.81673992	27.40193834	21.82997642	18.03461747	16.03796328
Migut.J01758	4.554758302	11.98275043	10.59550632	2.904616176	5.700381449
Migut.J00765	178.7307701	82.73822143	89.51065254	114.2039592	113.5632864
Migut.F00205	15.44257026	13.88469813	13.27157229	7.313293986	13.03234344
Migut.N03370	29.59209977	13.81706687	18.73009262	40.58265423	19.63595596
Migut.M01938	79.82307643	176.9862436	176.2704024	99.00465608	126.9936832
Migut.M01938	79.82307643	176.9862436	176.2704024	99.00465608	126.9936832
Migut.N02385	5.329513758	3.476279201	0.927630465	0	0
Migut.J01170	35.71213209	55.01941479	46.87656796	14.70260655	18.53011778
Migut.K00073	8.529189531	10.69941094	7.876854023	5.086386311	3.260725811
Migut.F00614	32.41254521	31.66181961	36.46827074	51.50768257	57.67138953
Migut.F00614	32.41254521	31.66181961	36.46827074	51.50768257	57.67138953
Migut.F00614	32.41254521	31.66181961	36.46827074	51.50768257	57.67138953
Migut.N01148	26.46466709	36.41680897	30.40169421	10.47032572	17.42506786
Migut.L01247	55.24624653	32.63991119	37.22775827	27.16526177	33.43722683
Migut.L01247	55.24624653	32.63991119	37.22775827	27.16526177	33.43722683
Migut.B01018	16.37614227	26.88322582	27.21667786	8.61317269	18.53559328
Migut.B01018	16.37614227	26.88322582	27.21667786	8.61317269	18.53559328
Migut.H00482	32.00261182	28.43142439	18.98869126	22.12637248	28.99492993
Migut.L01109	0	0.421367176	0.607176305	3.318742036	0
Migut.K00015	3.274958752	3.211354013	4.966050333	3.547194209	3.624099371
Migut.G01174	9.726369936	7.579256044	8.608949452	0.703952769	2.016541473
Migut.E00587	0.770668656	0.783348685	0.708253997	0.09073169	0.730996284
Migut.D00813	183.1414728	250.0346003	284.4733427	302.8870661	152.1654765
Migut.D00813	183.1414728	250.0346003	284.4733427	302.8870661	152.1654765
Migut.M01275	1.761037954	1.403931615	0.606905848	1.658631877	1.716783033
Migut.G00487	4.104394434	2.255094701	3.695529854	4.832149863	3.770353309
Migut.F00289	24.0927318	17.99225466	8.836599641	1.879584903	5.124219547
Migut.F00289	24.0927318	17.99225466	8.836599641	1.879584903	5.124219547
Migut.A00721	77.58380643	84.93768271	62.03079194	44.55623923	56.83777261
Migut.F00095	6.778115305	2.624307458	13.49866579	8.699455436	4.171948649
Migut.F00095	6.778115305	2.624307458	13.49866579	8.699455436	4.171948649
Migut.N01862	6.606069227	7.657890414	6.349832195	4.007741741	5.061822095
Migut.N02259	28.60487466	60.60585639	45.54049692	11.80670446	20.64187158
Migut.F00135	20.99278183	21.50052483	13.84565384	7.562645954	4.292307327
Migut.F00135	20.99278183	21.50052483	13.84565384	7.562645954	4.292307327
Migut.N00798	3.419797521	2.994089099	1.192594052	0	0
Migut.F00415	18.27525245	44.31355006	53.2327514	20.01126767	22.18264794
Migut.A00143	11.64760583	20.89278914	23.79793794	14.69234755	13.48120515
Migut.A00564	0.808989197	0.822299725	0.116167351	0	0.511562777
Migut.E00385	12.41446683	8.564745858	13.89563549	28.10709967	16.60632863
Migut.N03206	22.97617713	29.14129348	21.93526558	22.29607365	23.40663992
Migut.D01862	27.18666173	15.53717277	17.18337448	14.65388209	22.09340882
Migut.F00641	79.53792447	65.60716813	41.06837176	19.42140785	18.69095286
Migut.N01688	3.574744752	1.644145266	1.342523716	0.768876529	1.032432154
Migut.H00606	21.50251286	22.79132866	54.50201642	31.54804794	30.83805863
Migut.H01156	20.34355308	24.59569469	25.21722883	15.36542718	23.58832079
Migut.H01156	20.34355308	24.59569469	25.21722883	15.36542718	23.58832079
Migut.F00083	18.78667209	11.5094787	17.06318916	16.67003659	13.09402227
Migut.F00083	18.78667209	11.5094787	17.06318916	16.67003659	13.09402227
Migut.B01790	96.29102173	52.08413335	61.417491	73.95056728	65.40305114
Migut.C00141	12.3830969	22.15187439	14.39875237	4.326217297	8.753526932
Migut.C00141	12.3830969	22.15187439	14.39875237	4.326217297	8.753526932
Migut.K01111	7.289712855	9.057755429	7.850784371	7.576527437	5.672013086
Migut.K01111	7.289712855	9.057755429	7.850784371	7.576527437	5.672013086
Migut.D01641	1.397797414	3.643923269	2.119578547	1.02029845	1.193257617
Migut.G00168	12.05344575	26.26522063	10.92341436	5.518589082	5.504758603
Migut.H01372	43.08202272	23.54435707	26.71575741	29.3180021	32.42678207
Migut.D02145	7.382261986	3.190284702	2.728869655	2.108266311	1.155484975
Migut.L01418	33.2497356	24.41939291	35.40556022	17.20426504	29.76199157
Migut.D02421	30.36641396	47.9472484	30.98908325	16.92085128	16.89509029
Migut.F01092	23.80664097	17.43805178	13.01184342	11.8180011	9.650053879
Migut.B00079	171.6928877	219.1343407	212.5716747	170.7001112	159.0872469
Migut.F01016	386.9534645	888.7439441	410.1774799	234.0166408	153.3225638
Migut.F01016	386.9534645	888.7439441	410.1774799	234.0166408	153.3225638
Migut.H01648	21.24783746	34.54447496	23.81455951	11.52391086	10.37895539
Migut.H01648	21.24783746	34.54447496	23.81455951	11.52391086	10.37895539
Migut.F00149	1039.213654	1034.65221	1843.420739	2561.744463	3005.021296
Migut.N01713	34.69194597	78.59362173	55.31531822	9.415157695	12.73151862
Migut.H01957	96.25858406	58.70012396	79.08143104	73.15014168	104.6330419
Migut.N00036	51.38987513	62.02909639	87.99934642	86.7146378	92.84654173
Migut.N00036	51.38987513	62.02909639	87.99934642	86.7146378	92.84654173
Migut.B01743	4.018836296	13.26610572	12.93637851	7.934987808	3.838427121
Migut.J00198	1.554322462	1.6595548	1.913091305	1.470472527	0.307147765
Migut.N02043	755.7319933	759.3325641	1175.902195	1750.813077	1970.342948
Migut.N02043	755.7319933	759.3325641	1175.902195	1750.813077	1970.342948
Migut.N03017	15.51559296	16.79251811	27.24330403	25.17449453	21.19044929
Migut.N03017	15.51559296	16.79251811	27.24330403	25.17449453	21.19044929
Migut.L01378	87.30494929	71.71758394	59.09582005	40.73487325	36.74052988
Migut.F00640	3.429487749	3.550931129	2.882690421	3.914477823	3.537247173
Migut.J00020	4.399377575	13.3092822	3.696101299	4.445039081	3.321717046
Migut.J00020	4.399377575	13.3092822	3.696101299	4.445039081	3.321717046
Migut.J00020	4.399377575	13.3092822	3.696101299	4.445039081	3.321717046
Migut.J00020	4.399377575	13.3092822	3.696101299	4.445039081	3.321717046
Migut.J00020	4.399377575	13.3092822	3.696101299	4.445039081	3.321717046
Migut.J00020	4.399377575	13.3092822	3.696101299	4.445039081	3.321717046
Migut.J00020	4.399377575	13.3092822	3.696101299	4.445039081	3.321717046
Migut.J00020	4.399377575	13.3092822	3.696101299	4.445039081	3.321717046
Migut.J00020	4.399377575	13.3092822	3.696101299	4.445039081	3.321717046
Migut.J00020	4.399377575	13.3092822	3.696101299	4.445039081	3.321717046
Migut.K00520	78.21951099	45.92038317	27.43009467	38.44982084	36.68001472
Migut.N00570	27.67785665	48.07977142	44.62190348	46.90330332	43.25788273
Migut.N00570	27.67785665	48.07977142	44.62190348	46.90330332	43.25788273
Migut.F01508	74.04418873	36.09288315	46.00151388	58.33385123	70.47143869
Migut.D00854	12.83048857	12.61250694	19.11102448	20.61001784	21.14280094
Migut.B00536	48.90155636	77.856602	65.56648912	11.89268332	18.22639841
Migut.F00002	19.75105351	37.3138147	22.24443837	12.57102423	9.708256695
Migut.F00002	19.75105351	37.3138147	22.24443837	12.57102423	9.708256695
Migut.F00002	19.75105351	37.3138147	22.24443837	12.57102423	9.708256695
Migut.F00002	19.75105351	37.3138147	22.24443837	12.57102423	9.708256695
Migut.F00002	19.75105351	37.3138147	22.24443837	12.57102423	9.708256695
Migut.F00002	19.75105351	37.3138147	22.24443837	12.57102423	9.708256695
Migut.F00002	19.75105351	37.3138147	22.24443837	12.57102423	9.708256695
Migut.F00002	19.75105351	37.3138147	22.24443837	12.57102423	9.708256695
Migut.N01546	3.394708895	4.710044518	2.449826719	0.333052423	1.100839847
Migut.O00302	386.934365	515.6566227	868.3496366	686.5535467	716.3718683
Migut.O00302	386.934365	515.6566227	868.3496366	686.5535467	716.3718683
Migut.G00760	2.350668276	0.878435473	1.265796756	1.21076737	0.929025378
Migut.A00442	102.4168146	80.05155497	75.62762003	85.56670568	69.39340389
Migut.C01406	1.701578747	1.613802514	1.34807918	2.210524526	1.252229832
Migut.C01411	71.80868722	60.96244936	105.3952512	160.1129749	162.0802185
Migut.F01363	1.299648325	0.310831013	1.34369194	0.306018127	2.054575355
Migut.D02314	0.20737111	0.309975066	0.833772654	0	0
Migut.I00995	54.01187558	127.5145276	42.60736449	12.55401011	10.99387551
Migut.F01450	2.902393207	6.519402978	2.140176002	0.507935444	0.620041491
Migut.K01324	671.6883089	865.6852562	1340.110628	1871.107192	1906.689589
Migut.K00148	179.5589508	125.5930854	85.26854579	92.57223086	105.0923116
Migut.K00148	179.5589508	125.5930854	85.26854579	92.57223086	105.0923116
Migut.M01417	39.66947824	51.10032964	33.34049259	29.49864373	16.04697022
Migut.M00171	2.67510947	5.135187367	5.499183682	0.745919184	0.779026489
Migut.F00325	4.326780157	6.35851069	3.114020246	1.933252568	1.730622136
Migut.F00325	4.326780157	6.35851069	3.114020246	1.933252568	1.730622136
Migut.J01107	16.95715895	16.14716503	15.57181359	10.90617977	13.89996111
Migut.J00268	39.1222104	23.82757569	19.81924965	9.345308321	14.02124557
Migut.N02687	5.636559129	3.939783094	1.869566557	1.635630017	2.76105223
Migut.H00374	1.068810545	1.661546804	0.675296923	1.321238846	0.168965078
Migut.N00718	172.8769746	164.5553892	220.2436075	201.3729946	288.088394
Migut.K01042	8.563148718	8.207097129	5.280180752	5.374324552	1.64238415
Migut.E00400	53.993584	47.88719664	41.86752422	23.89657937	27.26677149
Migut.K00014	7.226459333	2.671039386	1.660301308	2.474994061	3.63493915
Migut.D01759	7.623024433	3.746227982	5.938011056	7.868206158	5.777882674
Migut.H01742	10.48628262	27.43077747	11.40921596	0.830955112	1.036090755
Migut.E00104	897.7643774	1143.166204	2074.199496	3283.181897	3300.076159
Migut.L01108	7.822038257	5.930856271	4.623070851	1.668292368	3.136209864
Migut.H00571	30.93103398	36.62672969	33.56490418	20.04629292	19.75031245
Migut.G00562	6.291422988	9.178616248	8.383748186	2.765266279	5.238186294
Migut.N02693	12.83613703	7.16324199	14.45898811	5.07935444	6.031312685
Migut.N02693	12.83613703	7.16324199	14.45898811	5.07935444	6.031312685
Migut.H01953	9.075398564	28.645179	10.86447257	4.189475777	2.114298785
Migut.H01953	9.075398564	28.645179	10.86447257	4.189475777	2.114298785
Migut.H01953	9.075398564	28.645179	10.86447257	4.189475777	2.114298785
Migut.L00614	45.59875753	73.2723269	32.00511877	45.4115154	64.70625385
Migut.D02447	94.4060464	46.72971428	48.79419444	97.83917542	120.1657092
Migut.C00709	114.3571214	112.5529291	122.7659614	102.4167419	158.0150328
Migut.A01128	1.323634302	1.137664924	1.568062346	1.850516393	0.392342638
Migut.D02550	39.86217187	44.99885349	27.33799374	11.92026688	14.11579031
Migut.H01846	31.81521257	31.05847314	30.48571554	28.62486203	27.76991318
Migut.F01185	15.94687655	9.099253339	9.206105592	12.19861938	14.33255614
Migut.L01127	22.56319231	49.25300514	61.68037316	40.07096903	39.23642707
Migut.A00385	10.70017508	6.03009265	10.31396949	7.927697305	6.124609557
Migut.E01786	15.67540047	3.234769278	13.70471485	20.65960585	13.70618033
Migut.B00596	3.054603912	0.956680222	4.678697765	7.149627141	5.001394278
Migut.C01081	26.61117276	31.44223862	42.77712592	19.30033758	35.535941
Migut.C01081	26.61117276	31.44223862	42.77712592	19.30033758	35.535941
Migut.C01081	26.61117276	31.44223862	42.77712592	19.30033758	35.535941
Migut.C01081	26.61117276	31.44223862	42.77712592	19.30033758	35.535941
Migut.B00631	16.91428474	15.56566089	18.07885518	11.42854749	9.475009034
Migut.C00379	0.035349877	0	0.040608716	0.29132466	0
Migut.D00874	11.82551494	10.72579732	13.41205514	13.68634073	15.05074098
Migut.N02674	36.81191289	76.38073355	16.96832695	6.860888883	8.482949435
Migut.E00472	2.291901569	3.974042078	1.316428626	0.674570392	6.159438255
Migut.J00011	8.621405434	4.14229531	8.179620039	7.92974833	6.267054883
Migut.F02107	16.99260045	19.3699911	23.45270107	11.5859655	11.49895129
Migut.O00887	43.15621364	42.67049422	41.35394397	77.69951777	44.59544423
Migut.G00325	0.80804222	1.098044341	0.506318702	0	0.174192258
Migut.N00442	26.71078595	27.23011979	19.23530021	13.95456613	17.76143176
Migut.N00442	26.71078595	27.23011979	19.23530021	13.95456613	17.76143176
Migut.D01450	134.5882623	59.25572519	88.30116442	131.7020741	118.0762798
Migut.N00592	0.359085396	1.001943021	0.962511393	0	0
Migut.A01143	5.570265926	17.46501784	15.37303635	3.518892973	4.617711063
Migut.M01750	18.97547117	42.15164019	21.62200279	18.36365438	12.08647514
Migut.F01673	1.912437655	3.326465937	0.224687274	0.614054842	0
Migut.B00179	17.14039393	19.1528901	24.57251567	19.51795356	26.76358197
Migut.N01581	2.47214491	2.274045076	4.642168044	8.619510566	5.260958105
Migut.N02316	20.54702078	13.9798755	17.38302546	30.32717197	32.72218965
Migut.L01631	24.99577495	18.21579249	9.279169922	3.594236066	4.675448
Migut.I00476	564.5015032	243.0287656	309.2556481	297.6208016	338.1768058
Migut.K00034	13.27227841	12.74517827	14.66920657	12.54783278	10.49087495
Migut.M00020	6.515912989	14.60982606	15.7190365	1.054797955	4.764125968
